"Cache Buster","Cache Buster"
"General","General"
"Enabled","Enabled"
"Areas","Areas"
"Frontend only","Frontend only"
"Adminhtml only","Adminhtml only"
"Frontend + Adminhtml","Frontend + Adminhtml"
"Paths to Bust","Paths to Bust"
"Bust /skin/ URLs","Bust /skin/ URLs"
"Bust /js/ URLs","Bust /js/ URLs"
"Bust /media/ URLs","Bust /media/ URLs"
